1770, 921
1769, 922
1765, 922
1764, 923
1760, 923
1759, 924
1755, 924
1754, 925
1751, 925
1750, 926
1749, 926
1748, 927
1747, 927
1746, 928
1745, 928
1744, 929
1743, 929
1742, 930
1741, 930
1740, 931
1739, 931
1738, 932
1737, 932
1735, 934
1734, 934
1733, 935
1732, 935
1729, 938
1728, 938
1724, 942
1723, 942
1714, 951
1713, 951
1713, 952
1710, 955
1709, 955
1706, 958
1706, 959
1705, 960
1705, 961
1701, 965
1701, 966
1700, 967
1700, 968
1698, 970
1698, 971
1697, 972
1697, 973
1696, 974
1696, 975
1695, 976
1695, 977
1694, 978
1694, 979
1693, 980
1693, 981
1692, 982
1692, 983
1691, 984
1691, 985
1690, 986
1690, 987
1689, 988
1689, 989
1688, 990
1688, 992
1687, 993
1687, 994
1686, 995
1686, 997
1685, 998
1685, 1000
1684, 1001
1684, 1003
1683, 1004
1683, 1006
1682, 1007
1682, 1013
1681, 1014
1681, 1020
1680, 1021
1680, 1031
1681, 1032
1681, 1037
1682, 1038
1682, 1042
1683, 1043
1683, 1045
1684, 1046
1684, 1049
1685, 1050
1685, 1052
1686, 1053
1686, 1054
1687, 1055
1687, 1056
1688, 1057
1688, 1058
1689, 1059
1689, 1060
1690, 1061
1690, 1062
1691, 1063
1691, 1064
1692, 1065
1692, 1066
1694, 1068
1694, 1069
1696, 1071
1696, 1072
1698, 1074
1698, 1075
1701, 1078
1701, 1079
1713, 1091
1714, 1091
1720, 1097
1721, 1097
1724, 1100
1725, 1100
1729, 1104
1730, 1104
1733, 1107
1734, 1107
1736, 1109
1737, 1109
1738, 1110
1739, 1110
1740, 1111
1741, 1111
1742, 1112
1743, 1112
1744, 1113
1745, 1113
1746, 1114
1748, 1114
1749, 1115
1753, 1115
1754, 1116
1756, 1116
1757, 1117
1759, 1117
1760, 1118
1764, 1118
1765, 1119
1771, 1119
1772, 1120
1781, 1120
1782, 1119
1787, 1119
1788, 1118
1790, 1118
1791, 1117
1794, 1117
1795, 1116
1797, 1116
1798, 1115
1801, 1115
1802, 1114
1804, 1114
1806, 1112
1807, 1112
1809, 1110
1810, 1110
1813, 1107
1814, 1107
1818, 1103
1819, 1103
1822, 1100
1823, 1100
1827, 1096
1828, 1096
1831, 1093
1832, 1093
1836, 1089
1837, 1089
1839, 1087
1839, 1086
1843, 1082
1843, 1081
1846, 1078
1846, 1077
1849, 1074
1849, 1073
1851, 1071
1851, 1070
1852, 1069
1852, 1068
1853, 1067
1853, 1066
1854, 1065
1854, 1064
1855, 1063
1855, 1062
1857, 1060
1857, 1059
1858, 1058
1858, 1057
1859, 1056
1859, 1055
1860, 1054
1860, 1053
1861, 1052
1861, 1050
1862, 1049
1862, 1046
1863, 1045
1863, 1043
1864, 1042
1864, 1040
1865, 1039
1865, 1036
1866, 1035
1866, 1032
1867, 1031
1867, 1027
1868, 1026
1868, 1015
1867, 1014
1867, 1007
1866, 1006
1866, 1002
1865, 1001
1865, 996
1864, 995
1864, 992
1863, 991
1863, 989
1862, 988
1862, 987
1861, 986
1861, 984
1860, 983
1860, 981
1859, 980
1859, 979
1858, 978
1858, 977
1857, 976
1857, 975
1855, 973
1855, 971
1854, 970
1854, 969
1852, 967
1852, 966
1850, 964
1850, 963
1848, 961
1848, 960
1846, 958
1846, 957
1843, 954
1843, 953
1838, 948
1838, 947
1832, 941
1831, 941
1830, 940
1829, 940
1827, 938
1826, 938
1825, 937
1824, 937
1823, 936
1822, 936
1821, 935
1820, 935
1819, 934
1818, 934
1817, 933
1816, 933
1815, 932
1814, 932
1813, 931
1811, 931
1810, 930
1808, 930
1807, 929
1806, 929
1805, 928
1803, 928
1802, 927
1800, 927
1799, 926
1797, 926
1796, 925
1794, 925
1793, 924
1792, 924
1791, 923
1788, 923
1787, 922
1781, 922
1780, 921
987, 731
986, 732
857, 732
856, 733
852, 733
851, 734
850, 734
849, 735
849, 757
848, 758
848, 814
847, 815
847, 831
848, 832
848, 850
847, 851
847, 872
848, 873
848, 977
847, 978
847, 982
846, 983
846, 989
847, 990
847, 1022
848, 1023
848, 1061
847, 1062
847, 1065
848, 1066
848, 1200
849, 1201
849, 1250
851, 1252
875, 1252
876, 1253
913, 1253
914, 1254
948, 1254
949, 1255
988, 1255
989, 1256
1019, 1256
1020, 1257
1043, 1257
1044, 1258
1102, 1258
1103, 1259
1162, 1259
1163, 1260
1234, 1260
1235, 1261
1422, 1261
1423, 1262
1492, 1262
1493, 1261
1513, 1261
1514, 1262
1585, 1262
1586, 1261
1587, 1261
1587, 1253
1588, 1252
1588, 1218
1589, 1217
1589, 1170
1590, 1169
1590, 1112
1591, 1111
1591, 1009
1592, 1008
1592, 939
1593, 938
1593, 828
1594, 827
1594, 802
1593, 801
1593, 758
1594, 757
1594, 739
1593, 738
1593, 737
1592, 737
1591, 736
1572, 736
1571, 735
1493, 735
1492, 734
1386, 734
1385, 733
1294, 733
1293, 732
1109, 732
1108, 731
1091, 731
1090, 732
1039, 732
1038, 731
